patient,Q00536.2_N,Q00536.2_C,Q00536.3_N,Q00536.3_C
1,0,0,1.0835485174556,0.659600408221974
2,0,0,1.21977547791423,1.19637463270296
3,0,0,1.4679312872006,1.02137685874561
4,0,0,1.15193939684518,0.646069493626669
53,0.727314616726459,0.809079090280749,0,0
54,0.697079781456736,1.0319545469506,0,0
55,0.74042638975743,1.06797798110786,0,0
56,0.561119705098246,1.0140086561564,0,0
93,0,0,0.878572125750894,0.881115182920878
94,0,0,0.950771524148395,1.24607139371246
95,0,0,0.683412452639331,0.948145058962369
96,0,0,0.891959999645072,1.21589366365274
