patient,P48061.3_N,P48061.3_C,P48061.7_N,P48061.7_C
57,0.848533747374747,1.69091483121356,0,0
58,1.15214954297332,2.34336560151666,0,0
59,1.04459689682468,2.66205649041945,0,0
60,0.226010484236278,1.59406452518184,0,0
65,0,0,1.60630090975222,0.604859495819451
66,0,0,1.63136624486973,0.72117217038321
67,0,0,1.53987911880664,1.26949501118106
68,0,0,1.21633782072583,0.645622322607298
73,0,0,0.798520889633944,0.748854719135223
74,0,0,0.864499183490614,0.599205890428776
75,0,0,1.80496986863592,0.990465627122563
76,0,0,1.0228875529286,0.787411303958264
93,0,0,1.09002347368019,0.736700016554675
94,0,0,1.26241282265698,0.842042931790494
95,0,0,1.97403462898426,0.888892662034187
96,0,0,1.30886778757381,0.806000432968423
