patient,O43148_N,O43148_C,O43148.2_N,O43148.2_C
5,1.06562453467645,1.1213491527678,0,0
6,0.947637999603888,1.4995453382351,0,0
7,1.10611762222739,1.28643257488908,0,0
8,1.28378122456532,1.05889062529365,0,0
9,0,0,0.965372420464316,1.89068680137575
10,0,0,0.803791380051591,1.55748065348237
11,0,0,0.880376719690456,1.65916809974205
12,0,0,0.91051698194325,1.50456255374033
17,1.01028623369878,1.3643126124622,0,0
18,0.950859814124325,1.44570278442503,0,0
19,1.29864396089562,2.75195243660378,0,0
20,0.927346170256182,1.39348322110301,0,0
49,1.1204136513033,1.36054714601871,0,0
50,1.08849848830908,0.859617848587822,0,0
51,0.78039714171406,0.733567641205099,0,0
52,0.999929099923529,1.04654590020308,0,0
81,0.742679281987797,1.36035900610134,0,0
82,1.06871518259793,1.31229109558759,0,0
83,1.13211601379432,1.64814749314705,0,0
84,1.38712529843487,1.63812892386595,0,0
85,0.912455028038982,1.298665943195,0,0
86,0.995089837005041,1.14561025547816,0,0
87,0.915428656962167,1.18063759949963,0,0
88,0.915212150047311,1.47723202591668,0,0
