patient,P57103.3_N,P57103.3_C,P57103.7_N,P57103.7_C
17,0,0,0.665179932511049,2.40485903852097
18,0,0,0.484131593083523,0.567735760225489
19,0,0,0.44480797589147,0.929733922634516
20,0,0,0.533801511138581,1.77755816099869
21,0.484766196153414,1.54774491058374,0,0
22,0.700627741536385,1.05157603194241,0,0
23,0.975698740299179,1.93745079293668,0,0
24,0.821350241817568,1.81750506129794,0,0
45,0.453521030877705,0.811879406759057,0,0
46,0.367853634816436,1.5503622659859,0,0
47,0.642548018477997,1.54234865061999,0,0
48,0.136758570386579,1.09402382689035,0,0
